clause_text,clause_type,domain,risk_level,source,is_synthetic
"Operator shall maintain Commercial General Liability Insurance covering its operations under this Agreement including, without limitation, bodily injury, death, property damage, premises/operations, sudden and accidental pollution, independent contractors, products/completed operations, contractual, and personal injury liability, with a limit of not less than one million dollars ($1,000,000) per occurrence and two million dollars ($2,000,000) in the annual aggregate.",Insurance,Original Corporate,MEDIUM,splits/train.csv,False
"For three (3) years after each calendar quarter during the           term of this Agreement, Co-Host will keep, at Co-Host's office, full           and accurate books of account and copies of all documents and other           materials for such quarter relating to this Agreement and Co-Host's           records, accounts and contracts relating to the distribution of the           Products.",Post-Termination Services,Original Corporate,MEDIUM,splits/train.csv,False
"Shipper shall tender to Carrier and Carrier shall transport in a series of shipments not less than 10,000 pounds of Commodities per year.",Minimum Commitment,Original Corporate,MEDIUM,splits/train.csv,False
"During the Term of this Agreement, LeadersOnline agrees to purchase from VerticalNet Banners and Newsletter Ads for a total price of at least *** ($***).",Minimum Commitment,Original Corporate,MEDIUM,splits/train.csv,False
"Closing of the Transfer must occur within 60 calendar days of our election (or such longer period as applicable law may require); otherwise, the third-party's offer will be treated as a new offer subject to our right of first refusal.",Rofr/Rofo/Rofn,Original Corporate,MEDIUM,splits/train.csv,False
"LEA shall not at any time do or cause to be done any act, omission, or thing contesting or in any way impairing or tending to impair any part of T&B's right, title and interest in the Licensed Intellectual Property.",Covenant Not To Sue,Original Corporate,MEDIUM,splits/train.csv,False
"If government regulations prevent LeadersOnline from sharing any revenues associated with LeadersOnline Services, VerticalNet and LeadersOnline shall negotiate in good faith a compensation structure that seeks to provide VerticalNet with compensation equal to that set forth in Sections 6.3.1  [Revenue Sharing].",Revenue/Profit Sharing,Original Corporate,MEDIUM,splits/train.csv,False
"Such certificate will provide that there shall be no cancellation, non-renewal, or modification of such coverage without thirty days' prior written notice to the Company.",Insurance,Original Corporate,MEDIUM,splits/train.csv,False
"If at any time Agent acquires any rights in, or any registration or application for, any of the Trademarks by  operation of law or otherwise, it will immediately, upon request by Kallo and at no expense to Kallo, assign such  rights, registrations, or applications to Kallo, along with any and all associated goodwill.",Ip Ownership Assignment,Original Corporate,MEDIUM,splits/train.csv,False
You will permit us to inspect your books and records at all reasonable times.,Audit Rights,Original Corporate,MEDIUM,splits/train.csv,False
"If Gross Revenues have been understated by more than 2% for the period covered by the examination or audit, you must also: (1) reimburse us for the full reasonable cost of the examination or audit, including, travel, lodging, meals, and wages of our representatives and the legal and accounting fees of any attorneys or independent accountants we use for the examination or audit; and (2) at our request, thereafter provide us with periodic audited financial statements.",Audit Rights,Original Corporate,MEDIUM,splits/train.csv,False
"If programming errors or other defects are discovered during the Support Period, the Developer shall promptly remedy those errors or defects at its own expense.",Warranty Duration,Original Corporate,MEDIUM,splits/train.csv,False
"Effective as of the Agreement Date, PPI hereby sells, transfers, conveys and assigns to EKR all right, title  and interest in and to [**] (the ""Transferred NDA"").",Ip Ownership Assignment,Original Corporate,MEDIUM,splits/train.csv,False
"4.2.2 the term ""Commission"" will mean the total fees paid in cash to us, by insurance carriers as a percentage of the Premiums generated by insurance policies sold by the Franchised Business, on all new and renewal policies.",Revenue/Profit Sharing,Original Corporate,MEDIUM,splits/train.csv,False
"Supplier hereby represents and warrants that the Software shall be and shall remain Operative, from the Delivery Date through the end of the Warranty Period.",Warranty Duration,Original Corporate,MEDIUM,splits/train.csv,False
"This agreement will be automatically renewed at the end of every ten (10) year term, with each subsequent term of renewal being for a ten (10) year term.",Renewal Term,Original Corporate,MEDIUM,splits/train.csv,False
"RevMed entered into a written agreements with prior to the Effective Date, such right of Sanofi shall be to the extent RevMed has the right to permit Sanofi to do so under such written agreements, and provided further, that RevMed shall use Commercially Reasonable Efforts to secure such right for Sanofi where one does not exist).",Audit Rights,Original Corporate,MEDIUM,splits/train.csv,False
"Any annual renewal would be subject to the payment, if  applicable, of the AMC as agreed to by the parties, however such AMC will not be less than the previous year AMC times 115%, payable in  applicable quarterly instalments.",Minimum Commitment,Original Corporate,MEDIUM,splits/train.csv,False
"otherwise, to MS for or in connection with this Agreement or the transactions contemplated hereby or any actions or inactions by or on behalf of the MSCI Provider Group in connection with this Agreement and such transactions.",Cap On Liability,Original Corporate,MEDIUM,splits/train.csv,False
"Excess coverage with respect to Sections 26.2.2, 26.2.3 and 26.2.4 above with a per occurrence limit of $5,000,000. The limits of liability required In subsections 26.2.2, 26.2.3 and 26.2.4 may be satisfied by a combination of those policies with an Umbrella/Excess Liability policy.",Insurance,Original Corporate,MEDIUM,splits/train.csv,False
"The cost of storage, monitoring (including any on-going analytical analysis), and insurance before shipment shall be borne by [* * *].",Insurance,Original Corporate,MEDIUM,splits/train.csv,False
"No later than the Initiation of the first Registrational Clinical Trial for the first Product, Sanofi and RevMed shall enter into a profit/loss share agreement (the ""Profit/Loss Share Agreement"") pursuant to which the Parties shall equally share the Net Profit and Net Loss (as defined in Exhibit M of the Correspondence) applicable with respect to Commercialization of Products (but, for clarity, not any costs of Development) of Products in the U.S.",Revenue/Profit Sharing,Original Corporate,MEDIUM,splits/train.csv,False
"Such analysis will include, among other considerations, product risk characteristics, product litigation history,",Insurance,Original Corporate,MEDIUM,splits/train.csv,False
"If we offer any such mandatory training programs, then you or your designated personnel must attend a minimum of seventy-five percent (75%) of the programs offered on an annual basis.",Minimum Commitment,Original Corporate,MEDIUM,splits/train.csv,False
"Lease of Stock (Exhibit 8 Clause 2.2) and Advanced Pool Service (Exhibit 15): the Items of the Stock shall be insured by theCompany under Spares All Risk Insurance for not less than the full replacement value; and,",Insurance,Original Corporate,MEDIUM,splits/train.csv,False
Vyera shall conduct the Commercialization activities in accordance with the Commercialization Plan and in performing such activities will ensure that it meets or exceeds the Minimum Requirements.,Minimum Commitment,Original Corporate,MEDIUM,splits/train.csv,False
"Should a Product fail within this warranty period, Distributor shall replace such defective Product from Distributor's inventory and accept return of the failed Product from Distributor's customer.",Warranty Duration,Original Corporate,MEDIUM,splits/train.csv,False
"Except as provided herein, no member of the Online Group or the Group may in any manner (i) modify the Skype Software, Skype Toolbar, Company-Skype Toolbar and/or Company-Skype Branded Application or any Improvement thereof; (ii) distribute, sell, transfer, encumber, sublicense, rent, loan, lend or lease the Skype Software and/or the Skype Toolbar, and/or any component thereof to any third party; or",Non-Transferable License,Original Corporate,MEDIUM,splits/train.csv,False
"Merchant shall deliver to Purchaser certificates evidencing such insurance setting forth the duration thereof and naming Purchaser as an additional named insured, in form reasonably satisfactory to Purchaser.",Insurance,Original Corporate,MEDIUM,splits/train.csv,False
"Consultant agrees to keep and maintain adequate, current, accurate, and authentic written records of all Inventions made by Consultant (solely or jointly with others) during the term of this Agreement, and for a period of three (3) years thereafter.",Post-Termination Services,Original Corporate,MEDIUM,splits/train.csv,False
"At Client's cost for materials (but excluding costs for labor or other EFS  charges), EFS agrees to include up to two (2) inserts per month in each of the Catalogs and up to two (2) onserts per month in all  outgoing Merchandise packaging, promoting Client products and services and/or those of Client's affiliates, Licensees or  sponsors.",Volume Restriction,Original Corporate,MEDIUM,splits/train.csv,False
Each party shall provide a certificate of insurance (or evidence of self-insurance) evidencing such coverage to the other party upon request.,Insurance,Original Corporate,MEDIUM,splits/train.csv,False
"Minimum Cumulative Purchase Commitment Contract Year 1 $ [***] $ [***] $ [***] $ [***] Contract Year 2 $ [***] $ [***] $ [***] $ [***] Contract Year 3 $ [***] $ [***] $ [***] $ [***] Contract Year 4 $ [***] $ [***] $ [***] $ [***] Contract Year 5 $ [***] $ [***] $ [***] $ [***] Contract Year 6 $ [***] $ [***] $ [***] $ [***] Contract Year 7 [***] $ [***] $ [***] $ 109,000,000 Total $ [***] $ [***] $150,000,000 N/A",Minimum Commitment,Original Corporate,MEDIUM,splits/train.csv,False
"Licensee acknowledges that Fox is the owner of all right, title and interest in and to the PSM and the Properties, and further acknowledges the great value of the goodwill associated with the PSM and the Properties and that the PSM and the Properties have acquired secondary meaning in the mind of the public and that the trademarks and copyrights included in the PSM and the Properties, and the registrations thereof, are valid and subsisting, and further agrees that it shall not during the Term of this Agreement or at any time thereafter dispute or contest directly or indirectly, or do or cause to be done any act which in any way contests, impairs or tends to impair Fox's",Covenant Not To Sue,Original Corporate,MEDIUM,splits/train.csv,False
Spin agrees to pay      Nettaxi a 5% commission of the gross sales price on all transactions.,Revenue/Profit Sharing,Original Corporate,MEDIUM,splits/train.csv,False
"Party A must ensure the waste heat power generation system of CDQ working hours no less than 7,200 hours/year.",Minimum Commitment,Original Corporate,MEDIUM,splits/train.csv,False
"SMBC shall have ten (10) days from the date of delivery of any such notice to agree to purchase all, but not less than all, of such Partnership Interests, for the price and upon the terms specified in the notice, by delivering written notice to such Partner and Moelis Holdings.",Rofr/Rofo/Rofn,Original Corporate,MEDIUM,splits/train.csv,False
"Any other insurance coverage that is required by federal, state, or municipal law.",Insurance,Original Corporate,MEDIUM,splits/train.csv,False
"All insurers of a Party on such policies must have at all times an A.M. Best financial rating of at least ""A-Minus VII"".",Insurance,Original Corporate,MEDIUM,splits/train.csv,False
"To facilitate the effective launch of the Business, T&B shall assist LEA by providing the following: o Approved Images § Minimum 5 Hero image/poses (studio or in the field) of Tarek · Full length, 3/4 or straight, waist up and/or chest up o Hi-resolution: 8""x10"" or 5""x 7"" 300 dpi flattened file § File Format: .jpg, .psd, .tiff, .png. o Approved Videos § Minimum 3 Live Workshop Promotion · 1 30 second clip · 1 60 second clip · 1 3-minute video § Minimum 3 Online Workshop Promotion by topic · 1 30 second clip · 1 60 second clip · 1 3-minute video § Minimum 5 Nurturing/Event Reminder- Live and Online (10) · 1 Thank you for registering · 1 Workshop reminder/ content · 1 Motivational- Why/Purpose · 1 Call to action- Show up. Take action by doing. o What they'll learn/expectations · 1 Thank you for pursing education- post event",Minimum Commitment,Original Corporate,MEDIUM,splits/train.csv,False
"Should             these results differ to those provided by Client's server by more             than 10%, Client may, once per quarter during Excite's regular             business hours and at Client's sole expense, review these records to             verify the accuracy and appropriate accounting of XXXXXXXXX             delivered pursuant to the Agreement.",Audit Rights,Original Corporate,MEDIUM,splits/train.csv,False
"Except as otherwise provided herein and as set forth in Section 2.5, XENCOR shall have [...***...] after the date of XENCOR's receipt of Product, for all claims arising out of or relating to any Latent Defects and to reject such delivered Product for Latent Defects; provided, however that XENCOR shall only be permitted to reject the Product if the Acceptance Criteria are not met.",Warranty Duration,Original Corporate,MEDIUM,splits/train.csv,False
"New Alloy Technologies that have been developed by cooperation of the Parties shall be jointly and equally owned by the Parties, and any royalties for the use thereof by third parties shall be shared equitably between the Parties",Joint Ip Ownership,Original Corporate,MEDIUM,splits/train.csv,False
"If STW exercises its option to produce and transport the CRA water, STW will construct additional facilities or expand existing facilities, as necessary, to be able to produce and transport the CRA water for sale.",Rofr/Rofo/Rofn,Original Corporate,MEDIUM,splits/train.csv,False
"During the Term of the Agreement and subject to the terms and conditions of the Agreement, Imprimis shall pay to Surgical Sales Commissions equal to ten percent (10%) of the Net Sales for Product.",Revenue/Profit Sharing,Original Corporate,MEDIUM,splits/train.csv,False
"In the absence of such notification, Astellas shall be deemed to have accepted the shipment.",Warranty Duration,Original Corporate,MEDIUM,splits/train.csv,False
"Except as expressly provided in this Agreement, EMV does not grant any right to Manufacturer to (a) use, copy, or display (except for promotional purposes) the Products; (b) assign, sublicense, or otherwise transfer its rights or delegate its obligations under this Agreement or any of the rights, licenses, Products, or materials to which it applies; or (c) modify, amend, alter or otherwise vary the Products.",Non-Transferable License,Original Corporate,MEDIUM,splits/train.csv,False
"Upon reasonable notice to Distributor, Distributor shall make such books and records available to Developer, at Distributor's place of business during normal business hours, to audit the payments being made by Distributor hereunder.",Audit Rights,Original Corporate,MEDIUM,splits/train.csv,False
"You will not contest, either directly or indirectly during or after the Term:   9.1.1.1 our (and/or any Entities') ownership of, rights to and interest in the System, Brand, Marks and any of their elements or components, including present and future distinguishing characteristics and agree that neither you nor any design or construction professional engaged by you may use our Standards, our Manual or your approved Plans and Designs for any hotel or lodging project other than the Hotel;   9.1.1.2 our sole right to grant licenses to use all or any elements or components of the System;   9.1.1.3 that we (and/or the Entities) are the owner of (or the licensee of, with the right to sub-license) all right, title and interest in and to the Brand and the Marks used in any form and in any design, alone or in any combination, together with the goodwill they symbolize; or   9,1.1.4 the validity or ownership of the Marks.",Covenant Not To Sue,Original Corporate,MEDIUM,splits/train.csv,False
Rubicon shall make full and prompt disclosure to ISA of all Works as they are made (whether or not conceived or made jointly  with others).,Ip Ownership Assignment,Original Corporate,MEDIUM,splits/train.csv,False
"Franchisee shall execute, for no additional consideration, any and all documents deemed necessary by Franchisor or its attorneys to be necessary to transfer such right, title or interest to Franchisor.",Ip Ownership Assignment,Original Corporate,MEDIUM,splits/train.csv,False
"With respect to Qwik-Fix Pro delivered by PivX to Detto on CD-Rom, PivX warrants that for a period of thirty (30) days following delivery to Detto, the media on which Qwik-Fix Pro is furnished to Detto will be free from defects in materials and workmanship during normal use.",Warranty Duration,Original Corporate,MEDIUM,splits/train.csv,False
"At the reasonable written request of Bellicum during the Term, Miltenyi shall enter into a direct supply agreement for Miltenyi Products with any Licensee nominated by Bellicum, materially consistent with the terms and conditions of this Agreement and the Quality Agreement (as applicable), except as agreed otherwise in writing between Miltenyi and the respective Bellicum Licensee.",Non-Transferable License,Original Corporate,MEDIUM,splits/train.csv,False
The cost of the audit will be borne by the Joint Venture.,Audit Rights,Original Corporate,MEDIUM,splits/train.csv,False
"HealthGate will liaise with the Publishers, making available for             such purposes such HealthGate liaison staff as the Publishers may             reasonably require, and acting in all good faith, to ensure a             mutually satisfactory license to the Publishers or, at the             Publishers' option, to a replacement contractor.",Post-Termination Services,Original Corporate,MEDIUM,splits/train.csv,False
"Upon WGT's request, Distributor will      provide access to such records for examination, reproduction, and audit by      WGT or its representatives. Any such audit will be conducted at such times      and in such a manner so as not to unreasonably interfere with Distributor's      normal operations.",Audit Rights,Original Corporate,MEDIUM,splits/train.csv,False
Customer and Supplier each represent that they are sufficiently insured against any liability arising under this Agreement.,Insurance,Original Corporate,MEDIUM,splits/train.csv,False
"REVENUE SHARING FEES:

1.       Corio Customer Application Management Revenue:

         Corio to pay Changepoint *** of all Application          Management Revenue from Corio Customers for use of Changepoint Software          subject to the following limitations.

                A.  The Corio invoice amounts used to calculate the revenues                     subject to this revenue share shall not include Professional                     Service fees or Network access fees.

                B.  These Application Management Revenue fees shall begin                     accruing when the Corio Customer first commences making                     payments to Corio for the Corio Services.

         Software support and maintenance fees are included in the 10% Revenue          Sharing Fee.",Revenue/Profit Sharing,Original Corporate,MEDIUM,splits/train.csv,False
"During such audits, the auditing Party shall have the right to take extracts and/or make copies of the audited Party's records as it deems necessary",Audit Rights,Original Corporate,MEDIUM,splits/train.csv,False
"LEA and T&B shall jointly own all jointly-created work product including, but not limited to, ideas, any and all concepts, designs, Customer Data (including client lists) generated through the conduct of the Business, programs, software, reports, or other intellectual property and tangible work product, produced for the Business , regardless of whether such were incorporated into or used by the Business (collectively ""Work Product""), shall be and remain the joint property of LEA and T&B when produced provided, however, (i) to the extent LEA has contributed distinct and divisible work product to the Business during the Term (""LEA Work Product""), such LEA Work Product shall remain frozen for a period not to exceed 90 days, during which time T&B may acquire a license for the LEA Work Product by reimbursing LEA direct and verifiable costs LEA incurred in producing the LEA Work Product during the Term and (ii) to the extent T&B has contributed distinct and divisible work product to the Business during the Term (""T&B Work Product""), such T&B Work Product shall remain frozen for a period not to exceed 90 days, during which time LEA may acquire license for the T&B Work Product by reimbursing T&B direct and verifiable costs T&B incurred in producing the T&B Work Product during the Term.",Joint Ip Ownership,Original Corporate,MEDIUM,splits/train.csv,False
"Explosion, Collapse, and Underground Damage Liability will have the same limit requirement as the Commercial General Liability policy.",Insurance,Original Corporate,MEDIUM,splits/train.csv,False
"You agree that neither you nor any Principal of yours will transfer or attempt to transfer any or all of your Franchised Business to a third party who will operate a similar business at the Approved Location but not under the System and the Proprietary Marks, and not under a franchise agreement with us.",Non-Transferable License,Original Corporate,MEDIUM,splits/train.csv,False
"Except as otherwise provided, shipments moving at Carrier's distance     commodity rates may be stopped in transit at not more than two points     enroute between original point of origin and final point of destination to     complete loading or to partially unload or both.",Volume Restriction,Original Corporate,MEDIUM,splits/train.csv,False
may arise through the performance of its obligations under this Agreement.,Ip Ownership Assignment,Original Corporate,MEDIUM,splits/train.csv,False
"""Minimum Revenue Targets"" shall mean: (i) in the first (1st) year of the Term, Aggregate Revenues of not less than Nine Million Dollars ($9,000,000) and (ii) in the second (2nd) year of the Term, Aggregate Revenues of not less than Twelve Million Dollars ($12,000,000).",Minimum Commitment,Original Corporate,MEDIUM,splits/train.csv,False
"If the Efficiency Bank reaches a balance of less than zero during the Warranty Period, Operator shall reimburse Owner for any Gas Payment Shortfall that Owner incurs within ten (10) days after Owner provides notice to Operator of such shortfall amount; provided that Operator's cumulative aggregate liability under this Section 2.8 plus any payments required to be made by Operator under Section 2.5(c) shall not exceed an amount equal to (i) one hundred percent (100%) of the aggregate Purchase Price of all Bloom Systems in the Portfolio during the applicable period and the purchase price under the December 30 Bill of Sale (inclusive of any amounts paid or for which a pending claim has been made for under the Gas Payment Shortfall under the MESPA), less (ii) the aggregate of all amounts paid by Operator (or claimed against Operator in the case of any claims that are pending at the time of such calculation) with respect to claims under Section 2.5(c) hereunder or Sections 8.2(b) and 8.3(c) of the MESPA.",Cap On Liability,Original Corporate,MEDIUM,splits/train.csv,False
"and records available for inspection by Owner's auditors, and (ii) making such copies of books and records as may be reasonably requested by  such auditors. In no event shall Owner's audits unreasonably interfere with Operator's operations.",Audit Rights,Original Corporate,MEDIUM,splits/train.csv,False
"CPDC shall provide to FUSION reasonable access to such records upon request Prior to destruction of any record after such time, CPDC shall give written notice to FUSION.",Audit Rights,Original Corporate,MEDIUM,splits/train.csv,False
"NCM shall not engage in any conduct  which may place Network Affiliate or any Network Affiliate Mark in a negative light or context, and shall not represent that it owns or has any  interest in any Network Affiliate Mark other than as expressly granted herein, nor shall it contest or assist others in contesting the title or any  rights of Network Affiliate (or any other owner) in and to any Network Affiliate Mark.",Covenant Not To Sue,Original Corporate,MEDIUM,splits/train.csv,False
"For Untargeted           Offers that appear both on the Co-Branded Application and elsewhere           on the Excite Network, revenue attributable to placement on the           Co-Branded Application shall be calculated based on the price to be           established as set forth in Section 2.a of this Exhibit, and the           parties will share equally such revenue.",Revenue/Profit Sharing,Original Corporate,MEDIUM,splits/train.csv,False
"In consideration of the services rendered pursuant to this Agreement, Integrity shall receive the excess, if any, of the sales price, as set forth in the Fund's Registration Statement, over the net asset value of Shares sold by Integrity, as underwriter.",Revenue/Profit Sharing,Original Corporate,MEDIUM,splits/train.csv,False
Sponsor shall provide SDBF with certificates of insurance evidencing compliance with all insurance provisions noted above prior to the commencement of the sponsorship and annually prior to the expiration of each required insurance policy.,Insurance,Original Corporate,MEDIUM,splits/train.csv,False
NFLA to feature Company on all social media channels a minimum of four (4) times per year.,Minimum Commitment,Original Corporate,MEDIUM,splits/train.csv,False
"Insofar as Vendor's obligations under Subsection (b)(i) result from, arise out of, or relate to a Covered Claim that is a Combination Claim, Vendor shall be liable to pay only its Proportionate Share of the Covered Loss associated with such Combination Claim.",Cap On Liability,Original Corporate,MEDIUM,splits/train.csv,False
"In the event that SAP AFRICA develops jointly with TELKOM for universal   application and jointly funds with TELKOM, any extension or modification to the   licensed SOFTWARE, then save as may otherwise be agreed upon in writing by   SAP AFRICA and TELKOM, such extensions or modifications will be the joint   property of SAP AFRICA and TELKOM provided that   8. 3. 1.    Neither SAP AFRICA nor TELKOM will grant to any third party, either   expressly or impliedly, any rights, title, interest in, or licences to, such jointly   developed modification or extension.",Joint Ip Ownership,Original Corporate,MEDIUM,splits/train.csv,False
"Such notice shall include written confirmation and details of replacement insurance coverages and  other material revisions to the policies, which shall be effective immediately upon any cancellation or material change in EFS'  policies in order that no gap in coverage results.",Insurance,Original Corporate,MEDIUM,splits/train.csv,False
IN NO EVENT SHALL JRVS'S LIABILITY ARISING OUT OF THIS AGREEMENT EXCEED THE AMOUNT RECEIVED BY JRVS FROM THE DISTRIBUTOR HEREUNDER FOR THE PRODUCT GIVING RISE TO THE LIABILITY.,Cap On Liability,Original Corporate,MEDIUM,splits/train.csv,False
"On and after the Commencement Date, RGHI shall, and shall cause its Affiliates to, until the 6th anniversary of the Commencement Date, afford to RCP and its employees and authorized representatives during normal business hours reasonable access to their books of account, financial and other records (including accountant's work papers), information, employees and auditors at the Company's expense to the extent necessary or useful for the Company in connection with any audit, investigation, or dispute or Litigation (other than any Litigation involving a dispute between the Parties) or any other reasonable business purpose relating to the Business; provided that any such access by RCP shall not unreasonably interfere with the conduct of the business of RGHI and its Affiliates.",Audit Rights,Original Corporate,MEDIUM,splits/train.csv,False
"hereunder, including the Build Services contemplated in the Build Addendum, shall commence upon Location Acceptance of the applicable Cell Site and continue for a period equal to [***] from Location Acceptance of the applicable Cell Site (the ""Workmanship Warranty Period"").",Warranty Duration,Original Corporate,MEDIUM,splits/train.csv,False
"Such inspections may be made no more than once each calendar year, at reasonable times and on reasonable notice.",Audit Rights,Original Corporate,MEDIUM,splits/train.csv,False
"With respect to the foregoing, XSPA shall provide to Calm certificate(s) evidencing such insurance prior to or upon execution of this Agreement.",Insurance,Original Corporate,MEDIUM,splits/train.csv,False
"For so long as Rogers is required by Applicable Law to pay copyright royalties relating to Licensed Programs hereunder, Licensor shall reimburse Rogers for 50% of any such royalties actually paid by Rogers, calculated on a rolling basis during the Term and payable monthly.",Revenue/Profit Sharing,Original Corporate,MEDIUM,splits/train.csv,False
M&I agrees that Customer shall have the right to obtain a copy of the source code for the IBS Software pursuant to the terms and conditions of this Article 23.,Source Code Escrow,Original Corporate,MEDIUM,splits/train.csv,False
SUPPLIER/SUBCONTRACTOR CONTRACT,Document Name,Original Corporate,MEDIUM,splits/train.csv,False
"FCE will assign, and hereby assigns, to ExxonMobil ownership of Program Results.",Ip Ownership Assignment,Original Corporate,MEDIUM,splits/train.csv,False
"Distributor shall not dispute or contest for any reason whatsoever, directly or indirectly, during the term of this Agreement and thereafter, the validity, ownership or enforceability of any of the trademarks of Company, nor directly or indirectly attempt to acquire or damage the value of the goodwill associated with any of the trademarks of Company, nor counsel, procure or assist any third Party to do any of the foregoing",Covenant Not To Sue,Original Corporate,MEDIUM,splits/train.csv,False
"[***] shall designate up to [***] ([***]) BLI employees or personnel as key persons (individually, a ""Key Person"" and collectively, ""Key Persons"").",Volume Restriction,Original Corporate,MEDIUM,splits/train.csv,False
"Party A shall not establish any same or similar cooperative relationship with any third party in respect of such businesses nor shall it make any same or similar arrangement, unless with the prior written consent of Party B.",Exclusivity,Original Corporate,MEDIUM,splits/train.csv,False
"representation of fact, which has the effect or tendency to, or could have the effect or tendency to, disparage,  denigrate, criticize or otherwise reflect negatively on the other party and/or the other party's products, services,  officers, directors, shareholders, employees or investors (a ""Disparaging Communication"").",Non-Disparagement,Original Corporate,MEDIUM,splits/train.csv,False
"If no new version has been deposited in any 6 month period,             HealthGate will deposit a replacement copy of the then current             version of the source code of the Proprietary Software under the             Escrow Agreement and will notify the Publishers in writing.",Source Code Escrow,Original Corporate,MEDIUM,splits/train.csv,False
"Subaru of America, Inc., its parent and subsidiaries shall be included as  additional insureds under the CGL using ISO additional insured endorsement CG 20 10 or a substitute providing equivalent coverage.",Insurance,Original Corporate,MEDIUM,splits/train.csv,False
"TELKOM   agrees not to copy the Source Code, nor to disclose it to any third party except   Agents retained by TELKOM to assist in maintaining SOFTWARE, provided   that no such Agent is in the business of marketing or developing software   competitive to the SOFTWARE.",Source Code Escrow,Original Corporate,MEDIUM,splits/train.csv,False
"CERES is hereby granted a first option, to be exercised by written notice within thirty (30) days from         CERES-IGER Collaboration Agreement",Rofr/Rofo/Rofn,Original Corporate,MEDIUM,splits/train.csv,False
"The PG shall ensure that the Supply Contract shall afford the Parties to this Agreement the right to review the books, records, vouchers, and accounts required to be kept, maintained, and obtained pursuant to Subparagraphs 9.1, 9.2 and 9.3.",Audit Rights,Original Corporate,MEDIUM,splits/train.csv,False
"TELKOM is licensed to install at the DESIGNATED SITE no more than 1 (one)   copy of the SOFTWARE on the DESIGNATED UNIT utilised for testing and   backup purposes The DESIGNATED UNIT utilised for testing and backup   purposes of the SOFTWARE, must be of the same type as those used at the    DESIGNATED SITE for USE.",Volume Restriction,Original Corporate,MEDIUM,splits/train.csv,False
"SpinCo shall have the sole right to determine the content contained in future editions of the Steam Book, provided, however, that SpinCo will provide RemainCo with a right of first refusal to collaborate with SpinCo to provide content related to nuclear subject matter in the forty-third (43rd) edition of the Steam Book, with allocation of costs and revenues and any attribution and Copyright ownership with respect to RemainCo contributed content to be negotiated in good faith by the Parties.",Rofr/Rofo/Rofn,Original Corporate,MEDIUM,splits/train.csv,False
The insurance afforded by the policy or policies  respecting  liability shall  not be  limited  in any  way by  reason  of any  insurance  which  may be maintained  by  Pretzel  Time.,Insurance,Original Corporate,MEDIUM,splits/train.csv,False
Cremer's liability arising from this Agreement is limited to intentional misconduct or gross negligence.,Cap On Liability,Original Corporate,MEDIUM,splits/train.csv,False
"Subject to the prior written approval of IAC's vendor or IAC Subcontractor, Sonos or its representatives may also inspect such vendor or subcontractor.",Audit Rights,Original Corporate,MEDIUM,splits/train.csv,False
"If Calm exercises its ROFR within the ROFR Period, the Parties shall enter into an amendment or addendum to this Agreement to include such additional region and/or Stores.",Rofr/Rofo/Rofn,Original Corporate,MEDIUM,splits/train.csv,False
"When the FirstNet Authority or other governmental authority requests to review Vendor's records, AT&T and its auditors will review these records first if the FirstNet Authority or other governmental authority permits such review, and provide the records to the requesting governmental authority; provided, however, the FirstNet Authority and other governmental authorities retain the right to perform audits independent of AT&T.",Audit Rights,Original Corporate,MEDIUM,splits/train.csv,False
"Thereafter (and for the remainder of the Term), Fox shall earn and Licensee shall pay to Fox Royalties at the rate of ***** percent (*****%) of Licensee's gross receipts from Licensee's sale, license, distribution or other exploitation of the Wireless Products derived from the respective Targeted Release.",Revenue/Profit Sharing,Original Corporate,MEDIUM,splits/train.csv,False
"Aimmune shall procure and maintain insurance, including clinical trials insurance and product liability insurance, adequate to cover its obligations hereunder and which is consistent with normal business practices of prudent companies similarly situated at all times during which the Product is being clinically tested in human subjects or commercially distributed or sold by Aimmune pursuant to this Agreement; provided, that any such clinical trials insurance coverage shall, prior to the First Commercial Sale of a Product, in no event be less than [***] Dollars ($[***]) per loss occurrence, and product liability insurance coverage shall, after such First Commercial Sale, in no event be less than [***] Dollars ($[***]) per loss occurrence.",Insurance,Original Corporate,MEDIUM,splits/train.csv,False
"All such policies shall require at least thirty (30) days' prior notice to Purchaser of cancellation, non-renewal or material change.",Insurance,Original Corporate,MEDIUM,splits/train.csv,False
"The Agency will maintain valid errors and omissions insurance, with          minimum limits of $1,000,000 per incident, and a fidelity and          electronic crime policy through an insurer, both of which shall contain          terms and limits of coverage acceptable to MICOA covering the Agency's          solicitors and each of its employees.",Insurance,Original Corporate,MEDIUM,splits/train.csv,False
The basket of Crude Oil to be used shall always include a minimum of ten (10) Crude Oils.,Minimum Commitment,Original Corporate,MEDIUM,splits/train.csv,False
Sanofi may exercise its Option at any time during the Term by providing RevMed with written notice of such exercise,Rofr/Rofo/Rofn,Original Corporate,MEDIUM,splits/train.csv,False
The Farids Group shall not deliver more than one ROFR Sale Notice or ROFO Sale Notice in any thirty (30) day period.,Rofr/Rofo/Rofn,Original Corporate,MEDIUM,splits/train.csv,False
